timestamp,open,high,low,close,volume
2026-05-13 09:15:00+05:30,23362.45,23503.8,23362.45,23405.4,20477531
2026-05-13 09:20:00+05:30,23405.45,23441.15,23379.8,23437.9,9687428
2026-05-13 09:25:00+05:30,23438.4,23439.95,23367.05,23367.05,8958355
2026-05-13 09:30:00+05:30,23367.7,23387.65,23335.7,23337.95,6556119
2026-05-13 09:35:00+05:30,23337.3,23339.35,23262.55,23276.5,7936424
2026-05-13 09:40:00+05:30,23275.5,23314.2,23264.45,23308.5,5572465
2026-05-13 09:45:00+05:30,23308.9,23327.0,23287.1,23298.75,5263532
2026-05-13 09:50:00+05:30,23299.05,23372.45,23298.6,23367.6,6761854
2026-05-13 09:55:00+05:30,23367.25,23389.7,23344.7,23372.45,5297225
2026-05-13 10:00:00+05:30,23371.15,23392.45,23354.15,23392.45,5769996
2026-05-13 10:05:00+05:30,23392.6,23426.25,23392.2,23407.4,5003780
2026-05-13 10:10:00+05:30,23407.5,23411.4,23381.25,23403.05,4450318
2026-05-13 10:15:00+05:30,23403.2,23440.55,23398.45,23436.05,5094636
2026-05-13 10:20:00+05:30,23435.8,23463.95,23435.8,23460.85,6326993
2026-05-13 10:25:00+05:30,23460.95,23477.8,23452.1,23452.45,6915183
2026-05-13 10:30:00+05:30,23452.25,23478.6,23443.35,23475.9,5416594
2026-05-13 10:35:00+05:30,23475.5,23476.55,23423.6,23429.1,4586359
2026-05-13 10:40:00+05:30,23429.85,23466.1,23429.25,23464.0,5296741
2026-05-13 10:45:00+05:30,23464.05,23472.45,23445.4,23445.6,3826851
2026-05-13 10:50:00+05:30,23445.65,23459.0,23437.3,23440.75,4462654
2026-05-13 10:55:00+05:30,23441.15,23443.15,23374.8,23374.8,4400150
2026-05-13 11:00:00+05:30,23373.9,23409.4,23368.05,23402.05,3961872
2026-05-13 11:05:00+05:30,23401.45,23404.3,23382.6,23400.45,4641193
2026-05-13 11:10:00+05:30,23400.3,23405.2,23382.95,23403.95,5454811
2026-05-13 11:15:00+05:30,23403.8,23416.45,23392.85,23409.4,3395253
2026-05-13 11:20:00+05:30,23409.25,23416.0,23392.75,23409.6,2943057
2026-05-13 11:25:00+05:30,23409.45,23410.7,23393.0,23399.0,3191721
2026-05-13 11:30:00+05:30,23399.85,23410.8,23395.7,23406.95,3114570
2026-05-13 11:35:00+05:30,23405.75,23468.5,23405.15,23468.5,4258756
2026-05-13 11:40:00+05:30,23468.6,23498.85,23466.6,23498.6,5644184
2026-05-13 11:45:00+05:30,23499.0,23509.9,23480.55,23482.55,4822086
2026-05-13 11:50:00+05:30,23481.95,23500.25,23472.85,23474.5,3345842
2026-05-13 11:55:00+05:30,23473.15,23488.9,23466.0,23466.1,3730257
2026-05-13 12:00:00+05:30,23465.45,23488.75,23465.45,23486.65,4192910
2026-05-13 12:05:00+05:30,23486.3,23499.3,23481.7,23497.7,4133999
2026-05-13 12:10:00+05:30,23496.85,23514.15,23492.6,23512.75,4247136
2026-05-13 12:15:00+05:30,23511.95,23518.7,23479.05,23497.95,4622279
2026-05-13 12:20:00+05:30,23497.15,23497.65,23483.65,23488.5,4621384
2026-05-13 12:25:00+05:30,23488.2,23495.9,23481.75,23491.0,3526410
2026-05-13 12:30:00+05:30,23489.5,23497.05,23474.4,23478.95,3362884
2026-05-13 12:35:00+05:30,23478.95,23484.25,23449.5,23465.25,5058387
2026-05-13 12:40:00+05:30,23465.0,23466.0,23423.3,23453.9,5482109
2026-05-13 12:45:00+05:30,23453.55,23469.75,23449.65,23468.45,2917712
2026-05-13 12:50:00+05:30,23468.45,23526.85,23467.65,23525.85,5528387
2026-05-13 12:55:00+05:30,23525.85,23579.6,23525.85,23577.95,6702951
2026-05-13 13:00:00+05:30,23578.1,23582.95,23549.35,23559.35,5865543
2026-05-13 13:05:00+05:30,23558.65,23561.95,23528.3,23532.45,3914845
2026-05-13 13:10:00+05:30,23532.45,23553.6,23530.1,23538.5,3961475
2026-05-13 13:15:00+05:30,23538.0,23538.95,23494.4,23505.1,3344600
2026-05-13 13:20:00+05:30,23505.15,23514.55,23495.1,23508.3,3299459
2026-05-13 13:25:00+05:30,23508.5,23512.7,23490.55,23496.75,3453674
2026-05-13 13:30:00+05:30,23492.05,23540.5,23492.05,23533.55,3570068
2026-05-13 13:35:00+05:30,23532.85,23539.15,23516.95,23535.55,2661012
2026-05-13 13:40:00+05:30,23535.9,23538.75,23520.8,23523.35,2750303
2026-05-13 13:45:00+05:30,23522.05,23535.0,23504.55,23511.75,3426571
2026-05-13 13:50:00+05:30,23510.75,23522.0,23507.1,23508.0,2665946
2026-05-13 13:55:00+05:30,23508.1,23509.6,23480.25,23499.8,3914598
2026-05-13 14:00:00+05:30,23499.85,23512.3,23481.8,23490.15,5585894
2026-05-13 14:05:00+05:30,23489.85,23513.45,23489.85,23513.0,3783177
2026-05-13 14:10:00+05:30,23512.9,23525.0,23507.65,23516.8,3235196
2026-05-13 14:15:00+05:30,23516.5,23522.4,23483.25,23483.45,3175662
2026-05-13 14:20:00+05:30,23482.35,23514.3,23469.8,23510.55,5494845
2026-05-13 14:25:00+05:30,23509.5,23516.35,23481.4,23491.35,4904059
2026-05-13 14:30:00+05:30,23491.05,23502.95,23490.2,23498.15,6902342
2026-05-13 14:35:00+05:30,23497.4,23504.4,23487.7,23500.15,5126759
2026-05-13 14:40:00+05:30,23499.7,23501.5,23465.2,23467.5,5918761
2026-05-13 14:45:00+05:30,23468.2,23484.35,23446.65,23482.85,7044485
2026-05-13 14:50:00+05:30,23482.7,23490.85,23469.55,23485.1,4297145
2026-05-13 14:55:00+05:30,23483.95,23486.65,23474.25,23479.2,4579026
2026-05-13 15:00:00+05:30,23476.75,23478.7,23416.25,23418.3,11540190
2026-05-13 15:05:00+05:30,23418.3,23425.7,23402.85,23423.95,10395777
2026-05-13 15:10:00+05:30,23423.35,23426.25,23405.0,23425.7,9934320
2026-05-13 15:15:00+05:30,23425.4,23428.25,23411.75,23412.7,10295722
2026-05-13 15:20:00+05:30,23412.55,23414.85,23394.35,23398.25,13764217
