timestamp,open,high,low,close,volume
2026-05-13 09:15:00+05:30,105.0,114.05,91.8,92.95,2367625
2026-05-13 09:20:00+05:30,93.05,102.2,87.0,100.2,1703650
2026-05-13 09:25:00+05:30,100.3,100.3,85.8,86.4,1165320
2026-05-13 09:30:00+05:30,86.55,91.75,82.0,83.2,1073735
2026-05-13 09:35:00+05:30,83.05,83.65,68.8,72.0,1482650
2026-05-13 09:40:00+05:30,72.0,77.4,69.9,76.45,1035775
2026-05-13 09:45:00+05:30,76.25,80.0,74.4,77.2,846235
2026-05-13 09:50:00+05:30,77.0,93.55,76.8,91.35,1442545
2026-05-13 09:55:00+05:30,90.6,98.8,88.3,92.6,1491360
2026-05-13 10:00:00+05:30,90.5,97.3,86.3,97.1,1060670
2026-05-13 10:05:00+05:30,98.0,104.8,95.3,97.6,1556880
2026-05-13 10:10:00+05:30,97.9,99.15,91.55,97.15,810745
2026-05-13 10:15:00+05:30,97.15,103.8,95.35,102.1,1054690
2026-05-13 10:20:00+05:30,102.0,111.7,101.7,109.75,1653860
2026-05-13 10:25:00+05:30,109.45,113.4,106.35,106.7,1110330
2026-05-13 10:30:00+05:30,106.9,118.5,104.7,116.85,1055470
2026-05-13 10:35:00+05:30,116.9,117.25,100.2,102.9,1146990
2026-05-13 10:40:00+05:30,103.0,111.0,102.8,107.65,651755
2026-05-13 10:45:00+05:30,107.7,112.0,103.0,103.4,605475
2026-05-13 10:50:00+05:30,103.0,108.4,102.15,104.45,529880
2026-05-13 10:55:00+05:30,104.1,104.9,86.55,86.9,1204125
2026-05-13 11:00:00+05:30,87.05,93.95,86.3,90.6,980395
2026-05-13 11:05:00+05:30,90.7,93.75,86.65,92.0,593645
2026-05-13 11:10:00+05:30,91.8,93.7,88.4,93.1,432250
2026-05-13 11:15:00+05:30,93.25,95.55,89.0,93.35,658580
2026-05-13 11:20:00+05:30,93.65,94.95,89.4,93.6,470795
2026-05-13 11:25:00+05:30,93.5,93.9,88.75,91.6,377845
2026-05-13 11:30:00+05:30,91.0,94.5,90.15,91.9,235300
2026-05-13 11:35:00+05:30,91.6,109.85,91.4,109.05,1616615
2026-05-13 11:40:00+05:30,109.75,121.45,107.5,120.0,1886560
2026-05-13 11:45:00+05:30,120.15,125.65,112.75,114.5,1590420
2026-05-13 11:50:00+05:30,113.7,117.0,106.8,107.55,809445
2026-05-13 11:55:00+05:30,107.45,113.0,103.8,104.0,902005
2026-05-13 12:00:00+05:30,103.7,112.45,103.65,110.2,771160
2026-05-13 12:05:00+05:30,109.9,112.15,107.0,111.45,552565
2026-05-13 12:10:00+05:30,111.15,120.4,109.5,118.5,946595
2026-05-13 12:15:00+05:30,118.4,121.85,106.15,113.4,1176500
2026-05-13 12:20:00+05:30,113.45,113.45,107.75,109.95,418470
2026-05-13 12:25:00+05:30,110.05,112.8,107.05,111.55,406705
2026-05-13 12:30:00+05:30,111.85,113.8,105.6,107.15,594295
2026-05-13 12:35:00+05:30,107.1,109.3,98.8,102.4,1158430
2026-05-13 12:40:00+05:30,102.4,102.4,91.2,98.95,1335035
2026-05-13 12:45:00+05:30,98.7,104.35,97.65,103.7,675220
2026-05-13 12:50:00+05:30,103.6,123.35,103.35,122.85,1818180
2026-05-13 12:55:00+05:30,122.55,143.0,122.1,142.2,2711410
2026-05-13 13:00:00+05:30,143.15,143.45,127.0,129.5,1381900
2026-05-13 13:05:00+05:30,130.0,131.55,117.15,117.3,1021345
2026-05-13 13:10:00+05:30,117.1,125.0,116.45,119.1,809770
2026-05-13 13:15:00+05:30,118.8,119.8,108.5,110.3,1219205
2026-05-13 13:20:00+05:30,110.6,114.3,108.85,110.15,549055
2026-05-13 13:25:00+05:30,110.2,113.0,106.65,108.9,463710
2026-05-13 13:30:00+05:30,107.9,124.55,107.25,121.25,1184365
2026-05-13 13:35:00+05:30,121.2,123.55,114.95,123.0,777595
2026-05-13 13:40:00+05:30,122.4,123.4,116.0,117.15,463320
2026-05-13 13:45:00+05:30,116.45,121.0,111.15,112.7,726440
2026-05-13 13:50:00+05:30,113.15,116.75,110.45,110.5,403065
2026-05-13 13:55:00+05:30,110.5,113.15,103.7,110.05,1075230
2026-05-13 14:00:00+05:30,110.0,113.5,104.0,105.95,596440
2026-05-13 14:05:00+05:30,106.35,115.85,106.3,115.55,505830
2026-05-13 14:10:00+05:30,115.9,119.45,112.9,117.3,761605
2026-05-13 14:15:00+05:30,117.25,119.15,103.1,103.1,794170
2026-05-13 14:20:00+05:30,103.85,109.8,98.2,108.5,1303835
2026-05-13 14:25:00+05:30,107.75,110.55,100.3,103.1,682890
2026-05-13 14:30:00+05:30,103.15,109.5,102.6,107.6,456040
2026-05-13 14:35:00+05:30,107.4,108.45,102.65,107.25,417040
2026-05-13 14:40:00+05:30,107.3,107.5,99.6,100.5,719550
2026-05-13 14:45:00+05:30,100.15,103.25,93.9,101.95,1220635
2026-05-13 14:50:00+05:30,101.4,104.75,98.7,102.5,462410
2026-05-13 14:55:00+05:30,101.9,103.15,97.85,98.2,552890
2026-05-13 15:00:00+05:30,97.0,98.65,82.15,84.75,1874080
2026-05-13 15:05:00+05:30,84.55,91.0,80.2,90.25,967200
2026-05-13 15:10:00+05:30,89.35,91.45,85.15,90.1,758095
2026-05-13 15:15:00+05:30,90.05,90.6,83.9,84.65,664430
2026-05-13 15:20:00+05:30,84.55,85.2,80.45,83.65,633035
2026-05-13 15:25:00+05:30,83.25,88.25,83.15,84.0,787995
