timestamp,open,high,low,close,volume
2026-05-20 09:15:00+05:30,173.75,207.3,173.75,182.45,1813435
2026-05-20 09:20:00+05:30,181.65,190.0,179.0,183.75,815490
2026-05-20 09:25:00+05:30,183.75,186.55,176.2,181.05,826930
2026-05-20 09:30:00+05:30,180.95,180.95,168.15,172.05,400855
2026-05-20 09:35:00+05:30,165.75,166.8,163.9,165.45,81445
2026-05-20 09:40:00+05:30,156.4,163.55,156.3,162.75,109265
2026-05-20 09:45:00+05:30,160.75,164.4,157.6,159.2,121290
2026-05-20 09:50:00+05:30,163.1,164.25,160.1,162.95,50570
2026-05-20 09:55:00+05:30,159.65,165.35,159.65,163.4,97565
2026-05-20 10:00:00+05:30,155.25,161.3,154.5,160.3,158795
2026-05-20 10:05:00+05:30,166.35,172.35,166.35,171.8,186225
2026-05-20 10:10:00+05:30,167.3,169.95,165.0,165.85,91325
2026-05-20 10:15:00+05:30,166.3,167.0,163.4,164.85,55510
2026-05-20 10:20:00+05:30,164.4,164.85,161.0,164.7,40235
2026-05-20 10:25:00+05:30,175.0,175.0,169.7,172.7,96915
2026-05-20 10:30:00+05:30,152.45,152.6,143.95,146.85,273390
2026-05-20 10:35:00+05:30,138.35,139.2,136.6,137.25,64415
2026-05-20 10:40:00+05:30,139.0,142.9,138.3,142.25,118040
2026-05-20 10:45:00+05:30,146.7,152.45,146.0,150.3,161980
2026-05-20 10:50:00+05:30,155.5,156.6,153.4,155.0,112125
2026-05-20 10:55:00+05:30,141.25,145.0,141.05,144.55,49205
2026-05-20 11:00:00+05:30,139.95,140.4,136.65,136.65,78715
2026-05-20 11:05:00+05:30,134.7,135.75,133.75,134.35,38675
2026-05-20 11:10:00+05:30,131.75,132.95,130.4,131.6,55575
2026-05-20 11:15:00+05:30,136.95,139.25,135.0,135.2,99580
2026-05-20 11:20:00+05:30,138.4,138.4,135.15,136.65,29640
2026-05-20 11:25:00+05:30,133.35,133.6,130.15,130.95,42835
2026-05-20 11:30:00+05:30,128.15,128.85,123.4,127.7,152945
2026-05-20 11:35:00+05:30,129.05,131.2,127.6,127.6,43095
2026-05-20 11:40:00+05:30,125.45,128.5,124.55,128.25,57395
2026-05-20 11:45:00+05:30,125.95,126.1,122.95,123.15,43160
2026-05-20 11:50:00+05:30,118.2,118.55,115.5,116.15,100620
2026-05-20 11:55:00+05:30,122.25,123.65,121.0,122.3,25025
2026-05-20 12:00:00+05:30,123.95,126.95,122.6,126.75,71175
2026-05-20 12:05:00+05:30,129.9,131.0,128.6,130.55,56550
2026-05-20 12:10:00+05:30,133.05,133.05,130.65,130.65,32110
2026-05-20 12:15:00+05:30,132.45,132.45,129.25,129.35,76050
2026-05-20 12:20:00+05:30,129.35,129.35,127.25,128.9,32695
2026-05-20 12:25:00+05:30,123.35,124.7,122.4,124.1,31525
2026-05-20 12:30:00+05:30,126.0,128.45,123.4,123.9,75205
2026-05-20 12:35:00+05:30,126.85,129.0,126.1,126.15,29250
2026-05-20 12:40:00+05:30,122.15,124.7,121.65,124.6,21970
2026-05-20 12:45:00+05:30,120.55,120.75,119.0,120.05,32305
2026-05-20 12:50:00+05:30,121.45,121.65,118.9,118.9,30940
2026-05-20 12:55:00+05:30,119.65,119.95,118.0,118.0,22880
2026-05-20 13:00:00+05:30,118.3,119.9,117.4,119.25,27040
2026-05-20 13:05:00+05:30,122.5,125.4,121.3,125.4,36985
2026-05-20 13:10:00+05:30,122.0,125.35,121.3,121.45,42510
2026-05-20 13:15:00+05:30,121.75,124.0,120.75,122.85,24960
2026-05-20 13:20:00+05:30,128.65,128.9,124.3,128.05,69485
2026-05-20 13:25:00+05:30,128.05,128.9,123.75,124.0,49205
2026-05-20 13:30:00+05:30,137.0,137.15,130.9,134.5,130585
2026-05-20 13:35:00+05:30,124.4,126.55,122.35,124.65,68900
2026-05-20 13:40:00+05:30,119.35,122.0,119.25,120.45,55185
2026-05-20 13:45:00+05:30,121.6,122.9,119.4,122.45,45695
2026-05-20 13:50:00+05:30,120.0,123.7,118.5,123.6,50895
2026-05-20 13:55:00+05:30,116.9,119.1,116.3,117.45,58825
